,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,9.26101824760437,0.09437499940395355,11.403649444580077,0.10499999672174454
1,5.741935377120972,0.11874999850988388,10.883371658325196,0.10499999672174454
2,4.423496401309967,0.15000000596046448,6.003058815002442,0.10499999672174454
3,3.6728587222099303,0.17093749344348907,3.6204861640930175,0.1862500011920929
4,3.1646729612350466,0.18593749403953552,3.0633007049560548,0.18250000476837158
5,2.839351532459259,0.18281249701976776,2.9050411796569824,0.14749999344348907
6,2.671001224517822,0.17937499284744263,2.622089538574219,0.14875000715255737
7,2.5183488965034484,0.1928125023841858,2.490212640762329,0.14000000059604645
8,2.4160390090942383,0.19750000536441803,2.416777801513672,0.17499999701976776
9,2.3594561052322387,0.20531250536441803,2.337336177825928,0.23499999940395355
10,2.2254725217819216,0.26875001192092896,2.513057088851929,0.20374999940395355
11,2.133248977661133,0.30531251430511475,2.123777918815613,0.3187499940395355
12,1.9928571736812593,0.34843748807907104,2.088762812614441,0.3362500071525574
13,1.888700374364853,0.38999998569488525,2.1574253273010253,0.32124999165534973
14,1.7805423283576964,0.4424999952316284,2.0345122623443603,0.36125001311302185
15,1.68535520195961,0.49125000834465027,1.959210238456726,0.39250001311302185
16,1.6530124390125274,0.4996874928474426,1.9261499309539796,0.4037500023841858
17,1.583811900615692,0.5481250286102295,1.994984369277954,0.46875
18,1.4840645027160644,0.6075000166893005,1.8051253986358642,0.49125000834465027
19,1.320996462702751,0.6853125095367432,1.825904474258423,0.4987500011920929
20,1.2020210909843445,0.7428125143051147,1.9330921268463135,0.5062500238418579
21,1.0903697645664214,0.7990624904632568,1.7950713586807252,0.5587499737739563
22,0.971842337846756,0.8531249761581421,2.142206196784973,0.5
23,0.9091519194841385,0.879687488079071,1.990668659210205,0.5375000238418579
24,0.7883629608154297,0.9284374713897705,2.128591985702515,0.5
25,0.7977734053134918,0.9153125286102295,4.003338375091553,0.3512499928474426
26,0.7692750710248947,0.9346874952316284,2.3100469970703124,0.5099999904632568
27,0.6334393906593323,0.9693750143051147,2.1680709505081177,0.5325000286102295
28,0.5636310207843781,0.9784374833106995,1.8749855518341065,0.5774999856948853
29,0.5175111535191536,0.979687511920929,1.8677080392837524,0.5737500190734863
